job_id,skill_abr
3884995034,MNFC
3884995034,OTHR
3885811371,IT
3885829984,IT
3885828269,OTHR
3884823663,CNSL
3884823663,CUST
3884823663,PRDM
3885827733,MGMT
3885827733,MNFC
3887875965,ENG
3887875965,IT
3884827505,RSCH
3884827505,ANLS
3884827505,IT
3888001295,ENG
3888001295,IT
3885832027,DSGN
3885832027,ART
3885832027,IT
3885825905,ENG
3885825905,IT
3884446292,CNSL
3884440643,MRKT
3887887636,ACCT
3887887636,FIN
3887873017,SALE
3887873017,BD
3885812100,IT
3887709890,OTHR
3885829297,ENG
3885829297,IT
3884935963,IT
3885845076,EDU
3885845076,TRNG
3884849127,ENG
3884849127,IT
3887878791,RSCH
3887878791,ANLS
3887878791,IT
3888013083,OTHR
3885829199,ADM
3885829189,ENG
3885829189,IT
3884429793,MGMT
3884429793,IT
3884429793,ENG
3888026179,MGMT
3888026179,MNFC
3884995008,IT
3884995008,CNSL
3884995008,ENG
3887702097,SALE
3887702097,BD
3885845727,ENG
3885845727,IT
3884440639,SALE
3884847058,ENG
3884847058,IT
3884837302,ACCT
3884837302,FIN
3885833627,IT
3884445010,FIN
3884445010,SALE
3884928646,ANLS
3884928646,IT
3884928646,STRA
3884838237,IT
3884993208,MNFC
3884993208,OTHR
3885854797,ENG
3885854797,IT
3887495763,OTHR
3888012117,IT
3887710396,CNSL
3887710396,ENG
3887710396,PRDM
3887872248,ENG
3887872248,IT
3885828277,OTHR
3885826849,OTHR
3887893460,ENG
3887893460,IT
3885842422,ENG
3885842422,IT
3885823930,RSCH
3885823930,ANLS
3885823930,IT
3884813869,ACCT
3884813869,FIN
3885832533,ENG
3884442358,IT
3884829083,SALE
3884829083,BD
3885828920,ENG
3885825902,IT
3887705112,ADM
3887705112,DSGN
3887705112,ANLS
